timestamp,tweet_text,username,all_hashtags,followers_count
2021-10-23 16:20:55+00:00,"b'\xe2\x98\x95\xef\xb8\x8f Coffee &amp; Covid \xe2\x98\x99 Saturday, October 23, 2021  \xe2\x98\x99 PRACTICAL POLITICS \xf0\x9f\xa6\xa0 https://t.co/9QXIZjThpp'",b'LesleyGale2',[],566
2021-10-23 16:20:52+00:00,b'Biden Has Not Held a Formal Press Conference in 100 Days https://t.co/m8rXzXw6mX',b'RealTrump2020_',[],4561
2021-10-23 16:20:48+00:00,"b""Gently suggest you stick to football @GNev2 .. You were quite good at that. Politics very much less so, unless you plan to stand for election. Then you can test how much traction your current 'Celebrity Political Footy' views resonate with the voters ..\xf0\x9f\x98\x80\xf0\x9f\x87\xac\xf0\x9f\x87\xa7 #Happytohelp #Boris https://t.co/vvwYR9bEXt""",b'SydLloyd',"['Happytohelp', 'Boris']",1465
2021-10-23 16:20:47+00:00,"b""Biden's 'Come on, man' defense will not fly on religious freedom https://t.co/k3fVircJHw Religious FREEDOM is just an EXCUSE TO SPREAD PESTILENCE and RACE-HATE. Religion needs to SHUT UP and go back to GOD.""",b'crucifriar',[],20
2021-10-23 16:20:46+00:00,"b'Ahead of Jan. 6, Willard hotel in downtown D.C. was a Trump team \xe2\x80\x98command center\xe2\x80\x99 for the effort to deny Biden the presidency https://t.co/e4dAlxX0rj'",b'lifepath23',[],5599
2021-10-23 16:20:44+00:00,"b'@MichaelKugelman If Pak/US do sign a deal, it will be an end of Imran Khan\xe2\x80\x99s politics &amp; will trigger wave of new terror attack. It will establish, that Pakistanis are cowards &amp; can\xe2\x80\x99t stand infront of US.'",b'WaqasahmadMr',[],92
2021-10-23 16:20:43+00:00,"b'@Eulimnadia @BixJacks @AlanVRK @InUnfunky @GovernerSlugwel @martywombacher @RustyMerciful @KingSmokeyXVII @J4Years @Sirveaux1066 @KTynot @Hey338Too @Skelly_Films @WaltonTFrost @sundene @TamaraJ___ @911_blondie @nytimes Yes in this case , but politics knows no color, only gain .'",b'faridahmalik55',[],530
2021-10-23 16:20:42+00:00,"b""Psaki denies transporting illegal immigrants at 2:30 am is 'middle of the night,' calls it 'early flight' | Fox News https://t.co/V7sK8SaxPN""",b'adeleeldrisge',[],0
2021-10-23 16:20:42+00:00,b'Vaccinated adults who say they know someone who is unvaccinated are more likely to say they understand the decision to not get the vaccine.  https://t.co/7csPEGVl0A https://t.co/wI2zXT9G51',b'YouGovAmerica',[],27637
2021-10-23 16:20:42+00:00,"b""@_apocolyte_ @jovialaporian @maganagetcha @_waleedshahid We can just agree this is weird all around and that American politics suck, including its politicians.  She is pretty milquetoast in her viewpoints and not enacting any real change.  It's equally as weird for you to defend her with this Twitter account you supposedly don't care 4""",b'e_elided',[],162
2021-10-23 16:20:40+00:00,b'Joe Biden\xe2\x80\x99s Politics of Innocence | City Journal https://t.co/aiD2huPkIK',b'_PaulEMiller',[],4402
2021-10-23 16:20:39+00:00,b'@tarihtevariz @akdenizpolitik At any rate\xe2\x80\xa6Turkey is too small to have much influence in Central Asia. The Russians control the culture and tge politics and the military. The Chinese will soon have economic influence along with Russia. Azerbaijan escaped due to geography but nothing else will.',b'EisMakedon',[],71
2021-10-23 16:20:39+00:00,b'Trouble piles up for Postmaster General Louis DeJoy https://t.co/gTX4YQ3csV',b'Trirunt',[],1253
2021-10-23 16:20:37+00:00,b'@joncoopertweets This inexcusable douche was in charge of covid-19. He deserves nothing but a jail cell with his farther in law. #jaredkushnersucks https://t.co/R4qGDu4nLd',b'TommyPistol',['jaredkushnersucks'],64760
2021-10-23 16:20:35+00:00,"b""@kyle_boutilier @SenWarren Stop. Fucking. Lying. I'm so sick of it.   https://t.co/0GeJFk1Aa8""",b'Lana_Dragonfly',[],323
2021-10-23 16:20:35+00:00,"b'@mattyglesias The ""potency"" of conservative politics at this point is the noxious combination of Trump cultism and overt fascism.'",b'mblehrhoff',[],629
2021-10-23 16:20:32+00:00,b'UK reports 135 more COVID-19 deaths on Saturday via @Reuters   https://t.co/vhyRUy1FU5   #UK #Scotland #NI #Wales #England #NHS #COVID19 #DeltaVariant #vaccines #economy #economics #workers #wages #jobs #families #Politics #politicalparties #RegionalSecurity #recovery',b'ChuckDalldorf',"['UK', 'Scotland', 'NI', 'Wales', 'England', 'NHS', 'COVID19', 'DeltaVariant', 'vaccines', 'economy', 'economics', 'workers', 'wages', 'jobs', 'families', 'Politics', 'politicalparties', 'RegionalSecurity', 'recovery']",4492
2021-10-23 16:20:31+00:00,"b'@johnvoelcker @kyrstensinema Bought. Sold. Rinse. Repeat.   We desperately need ethical people in elected power, but unfortunately the way to get elected is quite often through being unethical.   \xe2\x80\x98Merica politics 101'",b'mrekset',[],408
2021-10-23 16:20:29+00:00,"b""@HouseOfGab now I THOUGHT we were keeping 'politics' OUT of this convo.. has ZERO do do with the discussion.""",b'EbenhochMark',[],279
2021-10-23 16:20:28+00:00,"b'In all my political awareness, Dems &amp; liberals were rarely taught to focus on local politics. I have not lost my focus on the top but I also understand local school boards, state houses &amp; governors are being gobbled up by fascist radicals while we stare up at the Oval Office.'",b'1technodiva',[],1112
2021-10-23 16:20:23+00:00,"b'National media has made the day about CPC vaccine policy:  1) National Post - O\xe2\x80\x99Toole does about-face on vaccine mandate for MPs in Commons, now says decision \xe2\x80\x98infringes\xe2\x80\x99 on their rights  2) CP - O\xe2\x80\x99Toole\xe2\x80\x99s Tories outliers in Canadian politics for keeping vaccination status secret'",b'bcbluecon',[],11401
2021-10-23 16:20:21+00:00,"b""@ComedyWallace @spinningjoe Yes. It does something that I've never read in a non-specialist article: situating anti-gender ideology within the context of world-wide reactionary politics. Some of it is not an easy read, but then it's a very complex subject.""",b'GreedyRunner',[],1000
2021-10-23 16:20:19+00:00,b'@PollTrackerUSA @Politics_Polls Lots of racists and misogynists in this poll. How could anyone want a president that put us deeper in debt without any benefit increase and had record unemployment along with mass death?',b'ErinODPhoto',[],33
2021-10-23 16:20:18+00:00,"b'New post: ""U.S. Struggles With Afghan Evacuees Weeded Out, and Now in Limbo"" https://t.co/uUL7pC4XgN'",b'MCD_relcop',[],84
2021-10-23 16:20:18+00:00,b'US Commission on Civil Rights members blast AG Garland for memo on parents protesting school boards  https://t.co/NVxiJ4RSei',b'Viking6Covert',[],2661
2021-10-23 16:20:18+00:00,"b'With public defenders as judges, Biden quietly makes history on the courts https://t.co/cngnfXAhOH'",b'walk4chang_sue',[],1308
2021-10-23 16:20:17+00:00,"b""Would-be speaker Kevin McCarthy walks the Trump tightrope, pursuing a GOP House https://t.co/JMGShM7dCd We're a long way from JFK and profiles in courage.""",b'bloomrichard',[],2212
2021-10-23 16:20:16+00:00,b'A journalist should be wedded to the truth not his personal politics. https://t.co/OHwrZ0CZwc',b'brobert545',[],17375
2021-10-23 16:20:15+00:00,"b""What the hell does it mean to me if Netflix employees are having a fit over Dave Chappelle? It's stupid to cancel Chappelle but it has nothing to do with class struggle either way. Dave Chappelle will probably survive. This isn't even a strike, it's performative politics.""",b'eugenicskun',[],556
2021-10-23 16:20:14+00:00,b'ANC regional leader Ntuthuko Mahlaba prepared to take his name off candidate\xe2\x80\x99s list due to charges https://t.co/x5oA5l2Hqn',b'IOL',[],549544
2021-10-23 16:20:12+00:00,b'@nanwhaley @OHDems this is the exact dog-whistle politics we are constantly trying to organize against. yikes.   this should neverrrrrr have been created or signed off on.',b'sdobbsbrown',[],637
2021-10-23 16:20:11+00:00,"b'@tfoale @lilithepunk My parents knew Matthew Parris 50 yrs ago\xe2\x80\xa6 Mom\xe2\x80\x99s politics changed, Dad\xe2\x80\x99s never did. \xf0\x9f\x98\x9e'",b'JCACharles',[],540
2021-10-23 16:20:11+00:00,"b'@HobinLight @AnMuthus @AndrewYang Unfortunately, that is what the Repubs now support.  Get the money out of politics.  That would be a start.'",b'foxridge1',[],104
2021-10-23 16:20:10+00:00,b'Twitter says Online Safety Bill needs more clarity. https://t.co/hVOHckjnmf',b'sciencetracker2',[],23916
2021-10-23 16:20:09+00:00,"b'Laura Kuenssberg replacement at BBC should be \xe2\x80\x98pro-Brexit\xe2\x80\x99, says top Tory MP https://t.co/agII5yYYF4'",b'JeanneBartram',[],13688
2021-10-23 16:20:07+00:00,b'Mega-high stakes as voters decide who\xe2\x80\x99ll replace Alcee Hastings https://t.co/785e5iOl0s https://t.co/6GnWJt4AWb',b'SunSentinel',[],279337
2021-10-23 16:20:07+00:00,"b'President Biden named Neera Tanden, a longtime Democratic insider in Washington, to be White House staff secretary. https://t.co/LsR5HJXHhr'",b'NYTNational',[],84769
2021-10-23 16:20:05+00:00,"b'""Historically, the Cuban government sees Canada as a government that is not willing to speak up on human rights violations in Cuba""...   https://t.co/e0oMz6irtN https://t.co/VU3az1gp5e'",b'JorgeLazoC',[],8162
2021-10-23 16:20:05+00:00,b'@ulquiorranti My fathers side of the family is extreme right my mothers side is extreme left i dont do politics nor do i care about them',b'CEOofEsdeath',[],513
2021-10-23 16:20:02+00:00,b'@JStein_WaPo @JHWeissmann Our politics are distorted by an amazing level of ignorance of what happens in the rest of the world. How else could we both believe we are the richest country and we can only afford 4 weeks of parental leave?',b'Jack_Pondit',[],265
2021-10-23 16:20:02+00:00,b'https://t.co/niDI6bow96  \xe2\x80\x9cU.S. Warns Climate Poses \xe2\x80\x98Emerging Threat\xe2\x80\x99 to Financial System. A Financial Stability Oversight Council report could lead to more regulatory action and disclosure requirements for banks.\xe2\x80\x9d',b'ScanmyphotosC',[],292
2021-10-23 16:20:01+00:00,"b""Biden reveals Sinema's demands on taxes - CNN Video  #News #Politics #Washington #DC   https://t.co/JqFJbYDPmU""",b'Foxmental_X',"['News', 'Politics', 'Washington', 'DC']",5466
2021-10-23 16:20:00+00:00,b'US Commission on Civil Rights members blast AG Garland for memo on parents protesting school boards  https://t.co/bvXBB3yjqA',b'Tex1944',[],8747
2021-10-23 16:19:58+00:00,"b""Jagdish Bhagwati is also another salty arsehole, whose contrarian spite led him to Sanghiness, but nobody can take away the fact that he really is an excellent scholar beyond his deplorable politics and personality. Can't say the same for Swamy.""",b'MarginalS4th',[],1487
2021-10-23 16:19:57+00:00,"b'@atheist12225699 @Shivank82971266 @Karan6543210 @indiamatters12 @rohini_sgh @ReallySwara Sanghis r terrorists, rapists, murderers, bigots, nd supremacists\xe2\x80\xa6 sanghis only politics is that of hatred nd divisiveness\xe2\x80\xa6sanghi communal rioters nd terrorists get elected by sickos like u who also share their sick mindset\xe2\x80\xa6'",b'Arshi_calvin',[],24
2021-10-23 16:19:57+00:00,b'@IPSinghSp HE IS AN AGENT OF SAMAJVADI PARTY IN THE GUISE OF IMANDAR IPS OFFICER. IF U CHOSE POLITICS UNDER THE GUISE OF IMANDAR OFFICER THEN THIS IS BOUND TO HAPPEN.',b'Rajendr92456683',[],0
2021-10-23 16:19:57+00:00,b'#JoeBiden #WhiteHouse #USA #climate #vaccination #Covidioten #BreakingNews #BREAKING #Politics   35a_Aims of the Papacy\xc2\xa0 Liberty of Conscience Threatened Great Controversy (1911) Ellen G. White https://t.co/rGtQC7RmC6 35b https://t.co/SGknEe4qQH https://t.co/A1FcVsSE0l https://t.co/dbAkF03kXK',b'TimeIsFinishing',"['JoeBiden', 'WhiteHouse', 'USA', 'climate', 'vaccination', 'Covidioten', 'BreakingNews', 'BREAKING', 'Politics']",2211
2021-10-23 16:19:53+00:00,"b""@FarmGirlLily @mmpadellan I'm in deep red bigoted TN.  I've never experienced balanced republican partyline members willing or able to have rational/ reasonable conversations regarding politics or ideological beliefs.. but I've heard they do exist \xf0\x9f\x98\x81""",b'oneintennsway',[],1629
2021-10-23 16:19:49+00:00,b'Mingling religion with politics may be disavowed &amp; reprobated by every inhabitant of America  Church &amp; State is separate  When 1 is a predominantly  The devil is the good one &amp; they not real  Affirm on the constitution vs swear on bible  Hemp is better than corporate  Calibration https://t.co/sWyzyZycGn',b'UvaldeG',[],213
2021-10-23 16:19:48+00:00,b'@NaumanVirk12 @day_politics @NatSecCNN @NatashaBertrand @OrenCNN @ZcohenCNN @EllieCKaufman APPLE BUILT ITS BUSINESS THERE...USING CHINESE LABOUR  AMERICANS BOUGHT \xe2\x9c\x94BIG TIME \xe2\x81\x89\xef\xb8\x8f',b'RobertP32730809',[],1391
2021-10-23 16:19:48+00:00,"b""@bluelivesmurder I don't think that barbarism could be that sociopathic to force a parent to steal medicine for sick child.\xf0\x9f\x98\x8f This is conservatism and neoliberalism removing the last shreads of human decency from the US. \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\x98\xb3  Get money out of politics b/c that's why it's happening.\xf0\x9f\xa4\xac""",b'JeanGuy_LeB',[],348
2021-10-23 16:19:47+00:00,"b""Turkey's Defense Minister Hulusi Akar said the formation of alliances outside of NATO would harm the organization, according to comments released on Saturday, after Greece and France agreed on a defense pact last month.  https://t.co/EBn1xHLsaW""",b'SETADC',[],16676
2021-10-23 16:19:47+00:00,"b""@bourdett_paul @ACTBrigitte Because they don't share Brigitte's shitty politics.""",b'DeannG0919',[],2111
2021-10-23 16:19:47+00:00,"b""Trump is 'hungry' to go head-to-head against Biden for president and can only be stopped by a 'prison sentence': former advisor https://t.co/hshzE40nnF First off, Trump does not have the brain to go head to head with Biden and secondly, he may very well be headed to prison!""",b'macksalt1',[],1
2021-10-23 16:19:43+00:00,b'@Donaldl12996532 @AmandaBlackSA But everything is politics.',b'NNV_SA',[],759
2021-10-23 16:19:42+00:00,b'Kamala Harris going to Europe next month; no plans for US-Mexico border return  https://t.co/aL9rranxS4',b'DAYUNITEDSTATES',[],4292
2021-10-23 16:19:42+00:00,b'Trouble piles up for Postmaster General Louis DeJoy https://t.co/AbYNxjCUwZ',b'GottaWakeUpPlz',[],12750
2021-10-23 16:19:42+00:00,b'Trouble piles up for Postmaster General Louis DeJoy  #ArrestDeJoy   https://t.co/roocRcwAs0',b'watercutter11',['ArrestDeJoy'],5549
2021-10-23 16:19:41+00:00,"b'So mostly from when T**** was in office.    One rule of current-day GOP politics:  What they accuse others of, they do themselves. https://t.co/stsM77c6w0'",b'jhvilas',[],495
2021-10-23 16:19:41+00:00,b'We are a Democratic Country and We Rightists have the right to participate. Our Politics right now is being Dominated by the Left and the Self Serving Corrupt Politicians and Trapos.  The Right Wingers are here to Challenge the Current Politics and Change it.',b'RightPatriotsPH',[],535
2021-10-23 16:19:40+00:00,"b'@mtgreenee You are playing politics by telling people not to get vaccinated! You are NOT a doctor! You are NOT a scientist! The vaccine is not 100%, but if more people get it then less people will die!'",b'MikeHaa70008631',[],3
2021-10-23 16:19:40+00:00,"b'@tallia_77 @MdYsfAhmed @ndtv I think you should read this first and btw it is inaugurated not inaugerated , and my facts are more corrected than yours  https://t.co/kzdKCynLSX'",b'parsoon_giri',[],1
2021-10-23 16:19:40+00:00,"b""@piper_pen @AFitz228 @h8magicians @CNN Lmao you're from Brisbane but more obsessed with Donald Trump and US Politics than most American's, you're just a dumb weird bitch\xf0\x9f\x98\x82""",b'nateklask12',[],107
2021-10-23 16:19:38+00:00,"b'@HunterMaxin @blast703 @kbrooks910 @Capsandredskins @Ourand_SBJ @BenFischerSBJ There is a direct correlation between losing teams and teams losing fans because of ""cancel culture"".  I don\'t see those cheese guzzling trumpies in green bay boycotting the NFL.  politics is just an excuse to abandon your team cuz they suck.'",b'RedneckUncle',[],36
2021-10-23 16:19:38+00:00,"b'Biden has lost more approval at start of term than any other president since World War II, poll finds https://t.co/V3cg2aw6Qh'",b'RichSementa',[],38146
2021-10-23 16:19:37+00:00,"b'Seems as good a morning as any to direct folks back to this @gp_jls essay from @newinquiry, because her work is brilliant and I\xe2\x80\x99m exhausted by the need for constant repetition.   https://t.co/bqeTo4pE9K'",b'leemandelo',[],3389
2021-10-23 16:19:36+00:00,b'@AodhRuairi @tim_carey1 Not convinced Jersey is in the British Isles even if a British Isle. Anyway if geographical terms gave to follow politics then Ireland is not an island.',b'CJCHowarth',[],2693
2021-10-23 16:19:35+00:00,"b""@Kenyans @HassanAliJoho Politics  is a  dirty  game.And  the  way  they  embraced  each other  at the  podium during the  Mashujaa  Day celebrations  at  Wang'uru Stadium""",b'godfreynderitu4',[],104
2021-10-23 16:19:33+00:00,b'Hey God politics \xf0\x9f\x98\xa9 but for my Tacha I will attend government \xf0\x9f\xa5\xb0 https://t.co/tfBhUoFYsV',b'jalisajacky',[],1319
2021-10-23 16:19:30+00:00,"b'#IlhanOmar Blasts #Manchin &amp; #Sinema for Siding with #BigPharma, #BigOil &amp; #WallStreet in Budget Talks   https://t.co/dYXWCFB7sF via @democracynow  #BuildBackBetter #FreedomToVote #Progressives #Democrats #Politics #Resistance #Occupy'",b'RonaldTooTall',"['IlhanOmar', 'Manchin', 'Sinema', 'BigPharma', 'BigOil', 'WallStreet', 'BuildBackBetter', 'FreedomToVote', 'Progressives', 'Democrats', 'Politics', 'Resistance', 'Occupy']",24706
2021-10-23 16:19:25+00:00,"b'@TreTrenches This applies to discourse on anything, sports, music, movies, politics, social issues. Its a copy paste society- critical thinking is dead and people are terrified to come to their own conclusions and show their individuality. Been reality for a long time now.'",b'PuddleyDoright',[],205
2021-10-23 16:19:24+00:00,"b""Joe Biden escapes his White House 'gilded cage' at a faster pace than Trump https://t.co/DkFjWrnsrY He also escaped his duties. His border policy alone is turning America into Socialist 3rd world country.""",b'energeticnut1',[],0
2021-10-23 16:19:21+00:00,"b'This bill is an unrecognisable mediocre effort, the product of sucking up to two recalcitrant nincompoops.  https://t.co/swCHZQJ4dq'",b'nelledouville',[],434
2021-10-23 16:19:20+00:00,"b""@Rick_McKee_Ink @newcounterpoint So you admit you had to add context, and it still doesn't make sense because the narrative you're pushing is false.   Conservative Dems are threatening to tank Biden's agenda, and you carry water for the conservatives.   https://t.co/bGbolFsgsJ""",b'pogokero',[],176
2021-10-23 16:19:17+00:00,"b""Energy Independence: Trump Just Achieved What Every President Since Nixon Promised | Investor's Business Daily\xe2\x80\xa6\xe2\x81\xa6@townhallcom\xe2\x81\xa9 \xe2\x81\xa6@GeorgiaLogCabin\xe2\x81\xa9 \xe2\x81\xa6\xe2\x81\xa6@MariaBartiromo\xe2\x81\xa9  https://t.co/DMfmMknnWO""",b'betagoldfish',[],390
2021-10-23 16:19:17+00:00,b'The #Congress has already announced that it will reserve 40 per cent seats for women candidates in the assembly polls.  #UttarPradeshAssemblyPolls https://t.co/F8XMh9I69s',b'DeccanHerald',"['Congress', 'UttarPradeshAssemblyPolls']",78823
2021-10-23 16:19:17+00:00,b'Local public health chiefs in England are breaking from the government\xe2\x80\x99s official guidance and recommending so-called plan B protective measures to combat a surge in coronavirus cases https://t.co/oo3CNkApgI',b'TenPercent',[],5960
2021-10-23 16:19:16+00:00,"b'@lucasthorpe @PieroCastellano Be prepared to be surprised. They have a soft stomach for Erdogan, it\xe2\x80\x99s called \xe2\x80\x9crefugee/blackmail politics\xe2\x80\x9d'",b'ProfElvanAktas',[],104345
2021-10-23 16:19:15+00:00,"b""@_apocolyte_ @jovialaporian @maganagetcha @_waleedshahid It's a weird take but not totally shit.  I see the criticism, this is disarming and causes people to be inherently less critical.  Cute is not the best optic in politics, but end of the day she is just a young woman who might be talking like that normally.  Ab a 78y/o man ofc\xf0\x9f\xa5\xb4""",b'e_elided',[],162
2021-10-23 16:19:14+00:00,b'Politics should play no part in sport https://t.co/A8WVEgA4bZ',b'SCMPNews',[],821503
2021-10-23 16:19:12+00:00,"b""Rahul Gandhi slams BJP for 'failing India'; cites farmers' protests, inflation https://t.co/Jd3Es5o469""",b'republic',[],2576368
2021-10-23 16:19:12+00:00,b'Biden Job Approval Underwater in 41 States https://t.co/7sJMMfoVAl https://t.co/XwyXjfuxhM',b'RealTrump2020_',[],4561
2021-10-23 16:19:11+00:00,b'@News24 South Africans are more worried about identity politics than the real issues of corruption and nepotism which has destroyed our economy. Keep voting for the ANC and cancel sponsors like Nandos because that will sort out the unemployment and economic issues. \xf0\x9f\x98\x89\xf0\x9f\x91\x8d',b'passenger747',[],258
2021-10-23 16:19:11+00:00,"b""National School Boards Association sorry for 'language' in letter that likened parents to domestic terrorists  https://t.co/MVCHsgEa3M""",b'Tex1944',[],8747
2021-10-23 16:19:09+00:00,"b'If not dependent on China, then on who? On itself finally again? Clear deglobalisation sign right here. https://t.co/0oepeBoSOB'",b'drsparwaga',[],812
2021-10-23 16:19:07+00:00,b'Targeting 700 wealthiest Americans as key source of revenue for spending plan?  https://t.co/fX1WprCkwc',b'MrDubbleU',[],1518
2021-10-23 16:19:04+00:00,b'The governor of the Darfur region had announced earlier that an agreement to dissolve the #sudanese civilian and military councils had been reached.  #Sudan https://t.co/1p3hqkM01j',b'MayadeenEnglish',"['sudanese', 'Sudan']",5481
2021-10-23 16:19:02+00:00,"b'Lev Parnas, a former Giuliani ally, convicted on campaign finance charges https://t.co/utRBrCLVSI -Follow me more news'",b'_qbhatti',[],1130
2021-10-23 16:19:02+00:00,b'Giuliani Associate Lev Parnas Convicted of Campaign Finance Crimes https://t.co/Fx13G2lE6d -Follow me more news',b'_qbhatti',[],1130
2021-10-23 16:19:02+00:00,"b""I'm gonna learn nothing more about politics and become a moderately successful figure in the British twitch sphere.""",b'UnitedbyFailure',[],59
2021-10-23 16:19:02+00:00,"b""if u chose not to be vocal abt ur politics' stands (to protecc ur peace) feel q okie lang yon hehe. Lalo na pag feel mo naiipit ka between sides. Just have some critical thinking na lang rin siguro. And as long as u're not depriving anyone to speak abt their stands ganern. Anw, https://t.co/sUHPZfo8kK""",b'fruitinthetable',[],362
2021-10-23 16:18:58+00:00,"b""Funny how the ultra-patriotic Right doesn't mind when their Leader bashes heroes like John McCain and Colin Powell. \xe2\x80\x98A Bully and Basically a Lowlife\xe2\x80\x99: Trump Absolutely UNLEASHES on Meghan McCain, Smears John in Utterly Bonkers Statement https://t.co/OVrO9CDu6e""",b'Mythicmaster',[],5086
2021-10-23 16:18:57+00:00,"b""@mmpadellan Problem with modern politics: So many open forums and media where only the most extreme 10% on each side gets heard just because they are the loudest voices in the room. Meanwhile, 80% of liberals and conservatives across the spectrum don't get heard because they are blocked out.""",b'zenzland',[],7
2021-10-23 16:18:53+00:00,b'@kyle_boutilier @SenWarren You lie and lie and lie and lie  https://t.co/aeWtjlelmd',b'Lana_Dragonfly',[],323
2021-10-23 16:18:48+00:00,b'@ebeth360 @GlennKesslerWP It was good until it was bad.  https://t.co/9IxSp1yzha',b'rickysanchez74',[],286
2021-10-23 16:18:45+00:00,"b'I\xe2\x80\x99m not a fan of Alec Baldwin\xe2\x80\x99s politics, but the backlash from my fellow conservatives is distasteful. A prop gun firing blanks is still capable of killing someone. Pray for all involved\xe2\x80\xa6that\xe2\x80\x99s all that\xe2\x80\x99s needed at the moment. Let the courts do the rest.'",b'lucasmiles',[],4191
2021-10-23 16:18:45+00:00,"b'@LeeErrington @penman_stewart Rafa\xe2\x80\xa6 not for me, more interested in politics and money'",b'DavidMarkReed78',[],84
2021-10-23 16:18:45+00:00,b'Trump social network given 30 days to stop breaking software license https://t.co/cuP0S4HFX4',b'chrrybmb81',[],26
2021-10-23 16:18:44+00:00,"b'Don\'t care who you are. What your politics are. What your race is. ""Hit a cop, go to jail"" seems like a good standard, period.   #NeverForgetJanuary6th   Not protest, treason. https://t.co/wOnPNMi338'",b'HighNoonMedia',['NeverForgetJanuary6th'],825
2021-10-23 16:18:43+00:00,"b""@the_plato1 @SomaliLover @Independentmi20 @JamaNuur1 @cunayee @MrNabadiyoNolol @mrsomalia @MsGaraad @SomPundit Isn't mandheera, garisa and wajir counties somali? What is stopping any of them becoming president?  Somali's already dominate the business sector in Kenya, soon they will dominate the politics.""",b'Adam_Garjeex',[],87
2021-10-23 16:18:42+00:00,b'@BaileySarian Im@not a anti-masker ~or vaxxer~ but I know logic. What you\xe2\x80\x99re saying Bailey is you only want \xe2\x80\x9cyes\xe2\x80\x9d people following you? Correct? You say you deleted comments because they didn\xe2\x80\x99t believe in what you do? Politics are definitely not your thing.',b'TheBestJess1988',[],106
2021-10-23 16:18:42+00:00,b'Why #FATF keep Pakistan in the grey list? answer lies here.  https://t.co/xtjFoMyw1R',b'Ahmedzaman1988',['FATF'],339
2021-10-23 16:18:39+00:00,b'Trafalgar Poll: Joe Biden\xe2\x80\x99s Approval Slides Down to 39 Percent https://t.co/qMQmEl3hFo https://t.co/KBNT5rj0bm',b'RealTrump2020_',[],4561
